Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-07 16:30:00+00:00,269.1099853515625,239.75999450683594,277.8699951171875,608.219970703125,1090.6939697265625,269.1099853515625,239.75999450683594,277.8699951171875,608.219970703125,1090.6939697265625,269.8900146484375,240.13999938964844,278.2699890136719,609.0999755859375,1097.06005859375,268.32000732421875,238.49000549316406,275.739990234375,602.5599975585938,1087.6700439453125,269.5199890136719,240.0,277.17498779296875,604.4400024414062,1092.2149658203125,3276263,2366012,1326205,2213507,253578
2025-11-07 17:30:00+00:00,268.45001220703125,240.5500030517578,278.1033935546875,612.8026733398438,1095.530029296875,268.45001220703125,240.5500030517578,278.1033935546875,612.8026733398438,1095.530029296875,269.1400146484375,240.8300018310547,278.3629150390625,613.2000122070312,1095.7598876953125,268.0588073730469,239.3000030517578,277.07000732421875,606.5399780273438,1087.5,269.114990234375,239.74000549316406,277.8500061035156,608.1099853515625,1090.8798828125,2041690,1973604,961157,1706288,236611
2025-11-07 18:30:00+00:00,267.25,241.48989868164062,277.82000732421875,614.9080200195312,1096.1099853515625,267.25,241.48989868164062,277.82000732421875,614.9080200195312,1096.1099853515625,268.6600036621094,241.66000366210938,278.3900146484375,615.389892578125,1097.083740234375,267.0950012207031,240.2100067138672,277.0400085449219,611.22998046875,1092.75,268.45001220703125,240.53500366210938,278.1000061035156,612.844970703125,1095.550048828125,2217548,3858846,887889,1435624,144383
2025-11-07 19:30:00+00:00,267.7598876953125,243.3699951171875,278.9909973144531,618.3499755859375,1101.3900146484375,267.7598876953125,243.3699951171875,278.9909973144531,618.3499755859375,1101.3900146484375,268.5,243.82000732421875,280.0899963378906,620.5,1103.2900390625,266.7799987792969,241.49000549316406,277.8599853515625,614.7000732421875,1095.81005859375,267.260009765625,241.49000549316406,277.8599853515625,614.97998046875,1096.0999755859375,3921327,3687165,1213164,1869908,259746
2025-11-07 20:30:00+00:00,268.4200134277344,244.41000366210938,279.6300048828125,621.5999755859375,1103.3800048828125,268.4200134277344,244.41000366210938,279.6300048828125,621.5999755859375,1103.3800048828125,268.5799865722656,244.89999389648438,279.82000732421875,622.1300048828125,1104.4100341796875,267.69000244140625,243.3800048828125,278.79998779296875,617.6300048828125,1098.050048828125,267.760009765625,243.41000366210938,278.989990234375,618.344970703125,1101.4000244140625,3276821,3082318,1389312,1475525,278871
2025-11-10 14:30:00+00:00,271.85699462890625,248.02999877929688,288.7200012207031,633.83740234375,1124.7950439453125,271.85699462890625,248.02999877929688,288.7200012207031,633.83740234375,1124.7950439453125,273.7300109863281,251.75,290.42999267578125,634.9600219726562,1128.18994140625,268.95001220703125,247.99000549316406,283.5400085449219,623.2999877929688,1104.113037109375,268.95001220703125,248.30999755859375,285.2099914550781,631.3900146484375,1107.0999755859375,7030981,7213922,4164797,3873187,720526
2025-11-10 15:30:00+00:00,269.06640625,246.3800048828125,286.96551513671875,630.4099731445312,1116.6300048828125,269.06640625,246.3800048828125,286.96551513671875,630.4099731445312,1116.6300048828125,271.989990234375,248.08999633789062,289.2698974609375,633.8800048828125,1127.155029296875,269.04998779296875,245.58999633789062,286.19000244140625,626.489990234375,1114.6300048828125,271.8299865722656,248.0211944580078,288.7049865722656,633.6300048828125,1124.800048828125,3083676,3238084,1570763,1532229,257424
2025-11-10 16:30:00+00:00,269.0799865722656,247.10499572753906,287.30999755859375,633.864990234375,1116.83984375,269.0799865722656,247.10499572753906,287.30999755859375,633.864990234375,1116.83984375,269.7587890625,247.44500732421875,287.5799865722656,634.4600219726562,1122.25,268.489990234375,246.0,286.2001037597656,630.2999877929688,1116.249755859375,269.0400085449219,246.33999633789062,286.94500732421875,630.4099731445312,1116.6300048828125,2346213,2393779,892605,1088389,175811
2025-11-10 17:30:00+00:00,269.7300109863281,248.6300048828125,288.8399963378906,632.8400268554688,1115.6300048828125,269.7300109863281,248.6300048828125,288.8399963378906,632.8400268554688,1115.6300048828125,270.2300109863281,248.89999389648438,289.3299865722656,635.0,1118.7271728515625,269.010009765625,247.0955047607422,287.260009765625,632.3300170898438,1114.3299560546875,269.07000732421875,247.10499572753906,287.3399963378906,633.9299926757812,1116.6663818359375,1807442,1959822,743976,879505,162437
2025-11-10 18:30:00+00:00,269.6600036621094,248.7698974609375,291.1000061035156,632.780029296875,1115.5999755859375,269.6600036621094,248.7698974609375,291.1000061035156,632.780029296875,1115.5999755859375,270.3077087402344,248.95640563964844,291.42999267578125,634.6500244140625,1118.1800537109375,267.4549865722656,248.47000122070312,288.8500061035156,632.010009765625,1115.2900390625,269.7099914550781,248.6529998779297,288.8699951171875,632.8400268554688,1115.6500244140625,3188667,1461943,1315791,781607,171050
2025-11-10 19:30:00+00:00,269.11859130859375,248.27000427246094,290.55999755859375,632.6320190429688,1120.659912109375,269.11859130859375,248.27000427246094,290.55999755859375,632.6320190429688,1120.659912109375,269.80999755859375,248.83999633789062,291.4595031738281,634.27001953125,1124.47998046875,269.04998779296875,248.1750030517578,290.4200134277344,631.989990234375,1112.56005859375,269.6300048828125,248.7449951171875,291.0899963378906,632.7650146484375,1115.5400390625,2248210,1829109,1095959,871980,256469
2025-11-10 20:30:00+00:00,269.3599853515625,248.41000366210938,290.5899963378906,631.77001953125,1120.18994140625,269.3599853515625,248.41000366210938,290.5899963378906,631.77001953125,1120.18994140625,269.6000061035156,249.22999572753906,291.2388000488281,634.72998046875,1123.9200439453125,268.760009765625,247.89999389648438,290.42999267578125,631.260009765625,1119.030029296875,269.1000061035156,248.25999450683594,290.5400085449219,632.6699829101562,1120.5,2892894,11095457,1716713,1488867,308211
2025-11-11 14:30:00+00:00,274.1000061035156,248.46780395507812,289.4599914550781,622.3699951171875,1123.510009765625,274.1000061035156,248.46780395507812,289.4599914550781,622.3699951171875,1123.510009765625,274.739990234375,249.62989807128906,291.6940002441406,629.5599975585938,1135.6800537109375,269.79998779296875,247.8300018310547,287.8800048828125,621.8101196289062,1112.800048828125,269.80999755859375,248.44500732421875,288.20001220703125,628.125,1118.75,9244708,3730327,2757570,2509903,559122
2025-11-11 15:30:00+00:00,272.5,247.5800018310547,289.1499938964844,622.3699951171875,1125.06005859375,272.5,247.5800018310547,289.1499938964844,622.3699951171875,1125.06005859375,274.3460998535156,248.9600067138672,290.3550109863281,623.9600219726562,1128.9200439453125,272.42999267578125,247.5449981689453,288.7900085449219,619.4000244140625,1122.5699462890625,274.1000061035156,248.4573974609375,289.4049987792969,622.3651123046875,1123.3299560546875,3452496,2380534,975039,1416358,176573
2025-11-11 16:30:00+00:00,273.31500244140625,248.26829528808594,290.0199890136719,623.3800048828125,1124.18994140625,273.31500244140625,248.26829528808594,290.0199890136719,623.3800048828125,1124.18994140625,273.614990234375,248.47999572753906,290.6000061035156,625.5999755859375,1125.5899658203125,271.7799987792969,247.22999572753906,288.7699890136719,621.732177734375,1118.9000244140625,272.510009765625,247.60000610351562,289.17999267578125,622.4000244140625,1124.9949951171875,2525614,1320221,831517,846209,181061
2025-11-11 17:30:00+00:00,274.4800109863281,249.3260040283203,289.7900085449219,624.1300048828125,1130.68994140625,274.4800109863281,249.3260040283203,289.7900085449219,624.1300048828125,1130.68994140625,274.70001220703125,249.38999938964844,290.20001220703125,624.64990234375,1132.0,273.0299987792969,248.0,289.2699890136719,623.2800903320312,1124.0699462890625,273.3299865722656,248.2736053466797,290.0299987792969,623.3699951171875,1124.0699462890625,2634766,1560683,614277,657328,208729
2025-11-11 18:30:00+00:00,275.32000732421875,249.3699951171875,290.5899963378906,625.02001953125,1132.75,275.32000732421875,249.3699951171875,290.5899963378906,625.02001953125,1132.75,275.6600036621094,249.74989318847656,291.69000244140625,626.1500244140625,1136.0,274.1600036621094,249.1042938232422,289.4200134277344,623.4000244140625,1130.6099853515625,274.489990234375,249.30999755859375,289.79998779296875,624.1300048828125,1130.8199462890625,3455305,1357003,1003383,783117,212113
2025-11-11 19:30:00+00:00,275.25,248.8800048828125,291.2099914550781,626.6500244140625,1136.5400390625,275.25,248.8800048828125,291.2099914550781,626.6500244140625,1136.5400390625,275.760009765625,249.5,291.3399963378906,626.8400268554688,1137.4998779296875,275.04998779296875,248.82000732421875,290.5299987792969,625.0,1132.3199462890625,275.3299865722656,249.42999267578125,290.5899963378906,625.1500244140625,1132.729248046875,2653431,1253534,756962,653056,195835
2025-11-11 20:30:00+00:00,275.29998779296875,249.13999938964844,291.7099914550781,627.1799926757812,1136.5999755859375,275.29998779296875,249.13999938964844,291.7099914550781,627.1799926757812,1136.5999755859375,275.8450012207031,249.47000122070312,292.3399963378906,628.0,1139.2198486328125,274.79998779296875,248.75,291.080810546875,626.1801147460938,1134.9000244140625,275.239990234375,248.8699951171875,291.2300109863281,626.5599975585938,1136.5899658203125,4039713,1833631,1643758,1018218,966986
2025-11-12 14:30:00+00:00,272.94000244140625,245.9250030517578,287.5199890136719,614.5900268554688,1139.0799560546875,272.94000244140625,245.9250030517578,287.5199890136719,614.5900268554688,1139.0799560546875,275.239990234375,250.3699951171875,292.2699890136719,628.989990234375,1141.530029296875,271.8699951171875,245.5500030517578,286.20001220703125,614.0,1128.27001953125,275.07501220703125,250.18499755859375,292.1700134277344,628.405029296875,1138.1700439453125,10718425,5045151,3474571,4427247,409424
2025-11-12 15:30:00+00:00,274.6000061035156,245.3000030517578,285.9700012207031,610.7899780273438,1141.0400390625,274.6000061035156,245.3000030517578,285.9700012207031,610.7899780273438,1141.0400390625,274.6099853515625,246.31500244140625,287.6499938964844,616.39990234375,1141.5,272.54998779296875,243.92999267578125,284.3800048828125,607.77001953125,1136.1500244140625,272.9100036621094,245.9250030517578,287.5,614.5800170898438,1138.885009765625,3328165,3243589,1778598,3530749,313260
2025-11-12 16:30:00+00:00,274.3900146484375,245.1699981689453,286.4205017089844,613.7349853515625,1150.43994140625,274.3900146484375,245.1699981689453,286.4205017089844,613.7349853515625,1150.43994140625,274.8500061035156,245.71499633789062,286.5199890136719,613.780029296875,1150.5999755859375,273.7250061035156,244.16720581054688,284.45001220703125,608.1500854492188,1140.77001953125,274.5899963378906,245.27000427246094,285.9700012207031,610.8099975585938,1141.1939697265625,2104341,1610983,1136343,5761397,648071
2025-11-12 17:30:00+00:00,274.94000244140625,245.4149932861328,286.70001220703125,613.6799926757812,1157.364990234375,274.94000244140625,245.4149932861328,286.70001220703125,613.6799926757812,1157.364990234375,275.1400146484375,246.30499267578125,287.3999938964844,616.0899047851562,1158.0,274.1199951171875,245.14999389648438,286.0,613.3200073242188,1150.239990234375,274.3800048828125,245.16000366210938,286.42498779296875,613.8200073242188,1150.43994140625,1495390,1611603,842641,1122761,388567
